Número de informe,Nombre de la Evaluación,Etapa,Componente ambiental,Procedencia de la Muestra,Procedencia Especifica de la Muestra,Nombre del punto,Este,Norte,Altitud,Zona,Datum,Descripción de ubicación,Tipo de muestra,Tipo de análisis,Etapa de extracción secuencial,Caracterización de la muestra,Fecha,Hora,Valor,Parámetro,Unidad de medida
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,"50,6",Zinc,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,"51,9",Zinc,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,"53,8",Zinc,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,"62,8",Vanadio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU06,485230,9485722,44,17,WGS84,"Muestra puntual de suelo tomada a 38 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:32:00 PM,"63,1",Vanadio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,"64,7",Estroncio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,"70,8",Vanadio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,"74,3",Estroncio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU06,485230,9485722,44,17,WGS84,"Muestra puntual de suelo tomada a 38 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:32:00 PM,"77,8",Estroncio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,"79,3",Vanadio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,"82,3",Bario,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,"85,1",Estroncio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,"127,2",Bario,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,"131,8",Bario,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,175,Manganeso,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU06,485230,9485722,44,17,WGS84,"Muestra puntual de suelo tomada a 38 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:32:00 PM,186,Manganeso,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,197,Manganeso,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU06,485230,9485722,44,17,WGS84,"Muestra puntual de suelo tomada a 38 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:32:00 PM,203,Bario,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,"213,9",Titanio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,217,Manganeso,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU06,485230,9485722,44,17,WGS84,"Muestra puntual de suelo tomada a 38 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:32:00 PM,"249,1",Titanio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,"260,3",Titanio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,"317,9",Titanio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU06,485230,9485722,44,17,WGS84,"Muestra puntual de suelo tomada a 38 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:32:00 PM,331,Sodio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,"351,1",Silicio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU06,485230,9485722,44,17,WGS84,"Muestra puntual de suelo tomada a 38 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:32:00 PM,"390,5",Silicio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,"403,5",Silicio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,"467,7",Silicio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU06,485230,9485722,44,17,WGS84,"Muestra puntual de suelo tomada a 38 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:32:00 PM,2398,Potasio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,2660,Fósforo,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,2688,Potasio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU06,485230,9485722,44,17,WGS84,"Muestra puntual de suelo tomada a 38 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:32:00 PM,2749,Fósforo,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,2753,Potasio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,2883,Potasio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,3202,Fósforo,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU06,485230,9485722,44,17,WGS84,"Muestra puntual de suelo tomada a 38 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:32:00 PM,3219,Magnesio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,3417,Sodio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,3594,Fósforo,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,3666,Magnesio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,3977,Magnesio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,4188,Magnesio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,4223,Sodio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,5305,Sodio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU06,485230,9485722,44,17,WGS84,"Muestra puntual de suelo tomada a 38 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:32:00 PM,8672,Calcio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,9190,Calcio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,9899,Calcio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,7/8/19,2:26:00 PM,10662,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,11454,Calcio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU06,485230,9485722,44,17,WGS84,"Muestra puntual de suelo tomada a 38 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:32:00 PM,11647,Aluminio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,7/8/19,2:15:00 PM,11913,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,13873,Aluminio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,15353,Aluminio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,15529,Aluminio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU06,485230,9485722,44,17,WGS84,"Muestra puntual de suelo tomada a 38 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,7/8/19,2:32:00 PM,16186,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,7/8/19,2:20:00 PM,16805,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,7/8/19,2:26:00 PM,18268,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU06,485230,9485722,44,17,WGS84,"Muestra puntual de suelo tomada a 38 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:32:00 PM,21973,Hierro,mg/Kg
