Número de informe,Nombre de la Evaluación,Etapa,Componente ambiental,Procedencia de la Muestra,Procedencia Especifica de la Muestra,Nombre del punto,Este,Norte,Altitud,Zona,Datum,Descripción de ubicación,Tipo de muestra,Tipo de análisis,Fecha,Hora,Valor,Parámetro,Unidad de medida
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,1:31:00 PM,<0.000009,Naftaleno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,1:31:00 PM,<0.000009,Pireno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - HTP,17/3/2019,1:31:00 PM,<0.0008,Hidrocarburos totales de petróleo (C8-C40),mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,BTEX,17/3/2019,1:31:00 PM,<0.001,Benceno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,BTEX,17/3/2019,1:31:00 PM,<0.002,Tolueno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,BTEX,17/3/2019,1:31:00 PM,<0.002,Etilbenceno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,BTEX,17/3/2019,1:31:00 PM,<0.004,"m,p- Xileno",mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,BTEX,17/3/2019,1:31:00 PM,<0.002,o-Xileno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,BTEX,17/3/2019,1:31:00 PM,<0.006,Xilenos,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,<0.000003,Plata,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,"1,301",Aluminio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,"0,001",Arsénico,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,<0.002,Boro,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,"0,0649",Bario,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,<0.00002,Berilio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,<0.00002,Bismuto,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,"16,68",Calcio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,<0.00001,Cadmio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,"0,00086",Cobalto,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,"0,0005",Cromo Total,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,"0,00224",Cobre,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,"1,404",Hierro,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,<0.00003,Mercurio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,"1,68",Potasio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,"0,0016",Litio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,"1,42",Magnesio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,"0,05937",Manganeso,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,<0.00002,Molibdeno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,"45,17",Sodio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:31:00 PM,"0,0008",Níquel,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Restultados in situ,17/3/2019,1:31:00 PM,27,Temperatura,°C
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Restultados in situ,17/3/2019,1:31:00 PM,"7,31",Oxígeno Disuelto,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Restultados in situ,17/3/2019,1:31:00 PM,"7,63",Potencial de hidrógeno,Unidad de pH
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG04,178690,9521262,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 110 m aguas arriba del punto de confluencia de la quebrada Putuime con la quebrada Kangaza.,Simple,Restultados in situ,17/3/2019,1:31:00 PM,323,Conductividad,µS/cm
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,1:46:00 PM,<0.000013,Acenafteno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,1:46:00 PM,<0.000013,Acenaftileno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,1:46:00 PM,<0.000016,Antraceno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,1:46:00 PM,<0.000009,Benzo (a) Antraceno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,1:46:00 PM,<0.000013,Benzo (a) Pireno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,1:46:00 PM,<0.000016,Benzo (b) Fluoranteno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,1:46:00 PM,<0.000009,"Benzo (g,h,i) Perileno",mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"0,03409",Manganeso,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,<0.00002,Molibdeno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"5,592",Sodio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"0,0007",Níquel,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"0,051",Fósforo,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"0,0011",Plomo,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,<0.00004,Antimonio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,<0.0004,Selenio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"9,3",Silicio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,<0.00003,Estaño,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"0,139",Estroncio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"0,0157",Titanio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,<0.00002,Talio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,<0.000003,Uranio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"0,0024",Vanadio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,<0.01,Zinc,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Fisico Químicos,17/3/2019,1:46:00 PM,<0.1,Aceites y grasas,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,1:46:00 PM,<0.000009,Benzo (k) Fluoranteno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,1:46:00 PM,<0.000013,Criseno,mg/L
