Anio,NroMes,ubigeo,Departamento,Provincia,Distrito,Sexo,Etapa,GrupoTamizaje,DetalleTamizaje,Casos
2017,5,140103,LAMBAYEQUE,CHICLAYO,ETEN,F,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,17
2017,5,140103,LAMBAYEQUE,CHICLAYO,ETEN,F,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,5,140103,LAMBAYEQUE,CHICLAYO,ETEN,F,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,3
2017,5,140103,LAMBAYEQUE,CHICLAYO,ETEN,F,5 - 9,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,5,140103,LAMBAYEQUE,CHICLAYO,ETEN,F,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,5,140103,LAMBAYEQUE,CHICLAYO,ETEN,M,< 1,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,5,140103,LAMBAYEQUE,CHICLAYO,ETEN,M,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,5,140103,LAMBAYEQUE,CHICLAYO,ETEN,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,5,140103,LAMBAYEQUE,CHICLAYO,ETEN,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,3
2017,5,140104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,F,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,10 - 11,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,25 - 29,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,41
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,49
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,13
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,12
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,80  +,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,2
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,25 - 29,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,14
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,30 - 39,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,7
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,40 - 59,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,4
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,1 - 4,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,25 - 29,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,8
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,19
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,8
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,43
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,25 - 29,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,40 - 59,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,5 - 9,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,2
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,F,10 - 11,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,F,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,F,12 - 14,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,F,18 - 24,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,6
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,F,5 - 9,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,F,5 - 9,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,4
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,F,5 - 9,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,5
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,M,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,33
2017,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,23
2017,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,7
2017,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,11
2017,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,21
2017,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,M,25 - 29,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,M,5 - 9,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,2
2017,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,M,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,M,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,20
2017,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,M,80  +,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,5,140113,LAMBAYEQUE,CHICLAYO,REQUE,F,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,5,140113,LAMBAYEQUE,CHICLAYO,REQUE,F,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,22
2017,5,140113,LAMBAYEQUE,CHICLAYO,REQUE,F,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,5,140113,LAMBAYEQUE,CHICLAYO,REQUE,F,60 - 79,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,5,140113,LAMBAYEQUE,CHICLAYO,REQUE,M,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,5,140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,F,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,15
2017,5,140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,F,80  +,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,12
2017,5,140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,M,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,5,140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,5,140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,M,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,6
2017,5,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,2
2017,5,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,12
2017,5,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,281
2017,5,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,7
2017,5,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,75
2017,5,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,60 - 79,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,1 - 4,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,20
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,12 - 14,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,4
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,10
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,3
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,5 - 9,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,5 - 9,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,5
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,10
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,7
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,11
2017,5,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,4
2017,5,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,31
2017,5,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,20
2017,5,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,5,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,5,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,80  +,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,6
2017,5,140204,LAMBAYEQUE,FERRE�AFE,MANUEL ANTONIO MESONES MURO,F,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,56
2017,5,140204,LAMBAYEQUE,FERRE�AFE,MANUEL ANTONIO MESONES MURO,F,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,29
2017,5,140204,LAMBAYEQUE,FERRE�AFE,MANUEL ANTONIO MESONES MURO,M,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,52
2017,5,140204,LAMBAYEQUE,FERRE�AFE,MANUEL ANTONIO MESONES MURO,M,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,8
2017,5,140204,LAMBAYEQUE,FERRE�AFE,MANUEL ANTONIO MESONES MURO,M,80  +,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,4
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,12
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,25 - 29,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,12
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,4
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,3
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,57
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,80  +,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,9
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,1 - 4,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,10 - 11,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,25 - 29,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,2
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,30 - 39,TAMIZAJES C/CONDICION ADICIONAL VIOLENCIA POLITICA,AFECTADO POR VIOLENCIA POLITICA,1
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,17
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,67
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,40 - 59,TAMIZAJES C/CONDICION ADICIONAL VIOLENCIA POLITICA,AFECTADO POR VIOLENCIA POLITICA,1
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,80  +,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,4
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,2
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,29
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,18 - 24,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,< 1,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,115
2017,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,93
2017,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,60 - 79,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,23
2017,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,< 1,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,3
2017,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,18 - 24,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,9
2017,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,25 - 29,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,25 - 29,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,11
2017,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,30 - 39,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,12
2017,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,93
2017,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,10
2017,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,80  +,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,80  +,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,6
2017,5,140103,LAMBAYEQUE,CHICLAYO,ETEN,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,11
2017,5,140103,LAMBAYEQUE,CHICLAYO,ETEN,M,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,49
2017,5,140103,LAMBAYEQUE,CHICLAYO,ETEN,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,3
2017,5,140103,LAMBAYEQUE,CHICLAYO,ETEN,M,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,7
2017,5,140103,LAMBAYEQUE,CHICLAYO,ETEN,M,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,5,140104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,F,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,5,140104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,F,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,5,140104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,M,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,10 - 11,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,26
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,19
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,18 - 24,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,64
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,66
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,40 - 59,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,6
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,15 - 17,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,15 - 17,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,2
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,2
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,4
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,9
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,48
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,25 - 29,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,26
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,30 - 39,SOLO TAMIZAJES POSITIVOS,SINDROME Y/O TRASTORNO PSICOTICO,3
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,40 - 59,SOLO TAMIZAJES POSITIVOS,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,40 - 59,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,12
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,< 1,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,129
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,15
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,60 - 79,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,4
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,27
2017,5,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,F,15 - 17,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
